,,,,,,,,,,
Trade Date,Symbol,Warehouse,Production Year,Opening Price,Closing Price,High,Low,Change,Persetntage Change,Volume (Ton)
03/20/2012,WLK4,GM,2004,"1,165.00",0.00,"1,165.00","1,165.00",0,0.0 ,5.7
03/21/2012,WLK4,GM,2004,"1,210.00",0.00,"1,210.00","1,165.00",0,0.0 ,19.81
03/26/2012,WLK4,GM,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,10.8
04/03/2012,WLK4,GM,2004,980.00,0.00,980.00,980.00,0,0.0 ,12.6
04/09/2012,WLK4,GM,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,3.6
04/04/2012,WLK4,GM,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,8.99
04/11/2012,WLK4,GM,2004,980.00,0.00,980.00,980.00,0,0.0 ,3.6
06/07/2012,WLK4,GM,2004,800.00,0.00,800.00,800.00,0,0.0 ,12.6
06/01/2012,WLK4,GM,2004,850.00,0.00,850.00,850.00,0,0.0 ,18
03/16/2012,WLK3,GM,2004,"1,160.00",0.00,"1,160.00","1,160.00",0,0.0 ,14.4
03/14/2012,WLK3,GM,2004,"1,054.00",0.00,"1,054.00","1,054.00",0,0.0 ,45
03/13/2012,WLK3,GM,2004,"1,010.00",0.00,"1,010.00","1,000.00",0,0.0 ,100.16
01/11/2012,WLK3,GM,2004,"1,145.00",0.00,"1,145.00","1,145.00",0,0.0 ,12.6
01/12/2012,WLK3,GM,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,12.6
01/17/2012,WLK3,GM,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,75.6
01/16/2012,WLK3,GM,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,25.19
01/10/2012,WLK3,GM,2004,"1,125.00",0.00,"1,130.00","1,125.00",0,0.0 ,21.61
01/09/2012,WLK3,GM,2004,"1,130.00",0.00,"1,130.00","1,130.00",0,0.0 ,12.6
01/04/2012,WLK3,GM,2004,"1,190.00",0.00,"1,190.00","1,190.00",0,0.0 ,48.6
01/25/2012,WLK3,GM,2004,"1,180.00",0.00,"1,180.00","1,180.00",0,0.0 ,12.6
01/24/2012,WLK3,GM,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,12.6
01/19/2012,WLK3,GM,2004,"1,213.00",0.00,"1,213.00","1,213.00",0,0.0 ,25.19
01/30/2012,WLK3,GM,2004,"1,160.00",0.00,"1,165.00","1,160.00",0,0.0 ,68.41
01/31/2012,WLK3,GM,2004,"1,190.00",0.00,"1,190.00","1,190.00",0,0.0 ,30.6
02/02/2012,WLK3,GM,2004,"1,190.00",0.00,"1,190.00","1,190.00",0,0.0 ,57.99
02/16/2012,WLK3,GM,2004,"1,190.00",0.00,"1,190.00","1,190.00",0,0.0 ,81.01
02/09/2012,WLK3,GM,2004,"1,210.00",0.00,"1,210.00","1,210.00",0,0.0 ,8.99
02/06/2012,WLK3,GM,2004,"1,190.00",0.00,"1,190.00","1,190.00",0,0.0 ,55.79
02/07/2012,WLK3,GM,2004,"1,195.00",0.00,"1,195.00","1,195.00",0,0.0 ,36.01
02/23/2012,WLK3,GM,2004,"1,225.00",0.00,"1,225.00","1,225.00",0,0.0 ,21.17
04/04/2012,WLK3,GM,2004,"1,100.00",0.00,"1,100.00","1,100.00",0,0.0 ,8.99
04/03/2012,WLK3,GM,2004,"1,000.00",0.00,"1,100.00","1,000.00",0,0.0 ,27
03/19/2012,WLK3,GM,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,18
05/16/2012,WLK3,GM,2004,970.00,0.00,970.00,970.00,0,0.0 ,41.4
06/01/2012,WLK3,GM,2004,860.00,0.00,860.00,860.00,0,0.0 ,18
02/07/2012,WKWQ2,GM,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,18
02/08/2012,WKWQ2,GM,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,25.19
02/16/2012,WKWQ2,GM,2004,"1,180.00",0.00,"1,180.00","1,180.00",0,0.0 ,18
02/17/2012,WKWQ2,GM,2004,"1,150.00",0.00,"1,150.00","1,150.00",0,0.0 ,37.81
02/13/2012,WKWQ2,GM,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,12.6
02/02/2012,WKWQ2,GM,2004,"1,210.00",0.00,"1,210.00","1,210.00",0,0.0 ,12.6
02/01/2012,WKWQ2,GM,2004,"1,220.00",0.00,"1,220.00","1,220.00",0,0.0 ,12.6
01/04/2012,WKWQ2,GM,2004,"1,225.00",0.00,"1,225.00","1,225.00",0,0.0 ,12.6
01/18/2012,WKWQ2,GM,2004,"1,250.00",0.00,"1,250.00","1,250.00",0,0.0 ,25.19
01/26/2012,WKFUGp,BG,2004,950.00,0.00,950.00,950.00,0,0.0 ,8.99
05/25/2012,WKFUGnp,BG,2004,650.00,0.00,650.00,650.00,0,0.0 ,7.4
02/02/2012,WKFQ2,BG,2004,"1,180.00",0.00,"1,180.00","1,180.00",0,0.0 ,7.21
01/31/2012,WKFQ2,BG,2004,"1,185.00",0.00,"1,185.00","1,185.00",0,0.0 ,7.21
01/18/2012,WKFQ2,BG,2004,"1,253.00",0.00,"1,253.00","1,253.00",0,0.0 ,5.41
01/12/2012,WKFQ2,BG,2004,"1,290.00",0.00,"1,290.00","1,290.00",0,0.0 ,7
02/13/2012,WKFQ2,BG,2004,"1,165.00",0.00,"1,165.00","1,165.00",0,0.0 ,7.21
02/23/2012,WKFQ2,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,9.84
02/22/2012,WKFQ2,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,5.41
03/06/2012,WKFQ2,BG,2004,"1,100.00",0.00,"1,100.00","1,100.00",0,0.0 ,8.99
05/16/2012,WKFQ2,BG,2004,900.00,0.00,900.00,900.00,0,0.0 ,8.99
12/17/2012,WKFQ2,BG,2005,900.00,0.00,900.00,900.00,0,0.0 ,7.21
12/14/2012,WKFQ2,BG,2005,905.00,0.00,905.00,905.00,0,0.0 ,19.81
03/20/2012,WKF8,BG,2004,770.00,0.00,770.00,770.00,0,0.0 ,8.99
06/26/2012,WKF8,BG,2004,500.00,0.00,500.00,500.00,0,0.0 ,3.96
04/20/2012,WKF4,BG,2004,920.00,0.00,920.00,920.00,0,0.0 ,3.6
04/11/2012,WKF3,BG,2004,990.00,0.00,990.00,990.00,0,0.0 ,8.99
08/03/2012,WKF3,BG,2004,950.00,0.00,950.00,950.00,0,0.0 ,9.91
12/17/2012,WKF3,BG,2005,850.00,0.00,850.00,850.00,0,0.0 ,3.13
02/24/2012,WKCBQ2,DL,2004,"1,335.00",0.00,"1,335.00","1,335.00",0,0.0 ,8.99
02/20/2012,WKCBQ2,DL,2004,"1,310.00",0.00,"1,310.00","1,310.00",0,0.0 ,11.41
01/11/2012,WKCBQ2,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,8.99
01/16/2012,WKCBQ2,DL,2004,"1,395.00",0.00,"1,395.00","1,395.00",0,0.0 ,10.8
01/03/2012,WKCBQ2,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,21.61
02/02/2012,WKCBQ2,DL,2004,"1,390.00",0.00,"1,390.00","1,390.00",0,0.0 ,10.8
02/03/2012,WKCBQ2,DL,2004,"1,390.00",0.00,"1,390.00","1,390.00",0,0.0 ,10.8
12/17/2012,WKCBQ2,DL,2005,"1,050.00",0.00,"1,050.00","1,050.00",0,0.0 ,8.99
12/13/2012,WKCBQ2,DL,2005,"1,140.00",0.00,"1,140.00","1,140.00",0,0.0 ,8.99
02/03/2012,WKCAQ2,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,41.4
02/01/2012,WKCAQ2,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,10.8
01/31/2012,WKCAQ2,DL,2004,"1,410.00",0.00,"1,412.00","1,410.00",0,0.0 ,61.2
01/30/2012,WKCAQ2,DL,2004,"1,410.00",0.00,"1,410.00","1,410.00",0,0.0 ,32.4
01/26/2012,WKCAQ2,DL,2004,"1,420.00",0.00,"1,420.00","1,420.00",0,0.0 ,12.6
01/19/2012,WKCAQ2,DL,2004,"1,405.00",0.00,"1,405.00","1,405.00",0,0.0 ,8.99
01/23/2012,WKCAQ2,DL,2004,"1,415.00",0.00,"1,415.00","1,415.00",0,0.0 ,23.39
01/24/2012,WKCAQ2,DL,2004,"1,410.00",0.00,"1,410.00","1,410.00",0,0.0 ,23.39
01/02/2012,WKCAQ2,DL,2004,"1,405.00",0.00,"1,405.00","1,405.00",0,0.0 ,8.99
01/04/2012,WKCAQ2,DL,2004,"1,407.00",0.00,"1,407.00","1,405.00",0,0.0 ,32.4
01/09/2012,WKCAQ2,DL,2004,"1,390.00",0.00,"1,390.00","1,390.00",0,0.0 ,8.99
01/05/2012,WKCAQ2,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,18
01/10/2012,WKCAQ2,DL,2004,"1,385.00",0.00,"1,385.00","1,385.00",0,0.0 ,10.8
01/16/2012,WKCAQ2,DL,2004,"1,405.00",0.00,"1,405.00","1,405.00",0,0.0 ,37.81
01/18/2012,WKCAQ2,DL,2004,"1,425.00",0.00,"1,425.00","1,425.00",0,0.0 ,23.39
01/11/2012,WKCAQ2,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,19.81
01/13/2012,WKCAQ2,DL,2004,"1,415.00",0.00,"1,415.00","1,405.00",0,0.0 ,34.2
02/16/2012,WKCAQ2,DL,2004,"1,340.00",0.00,"1,340.00","1,340.00",0,0.0 ,5.41
02/15/2012,WKCAQ2,DL,2004,"1,370.00",0.00,"1,370.00","1,370.00",0,0.0 ,5.41
02/10/2012,WKCAQ2,DL,2004,"1,390.00",0.00,"1,390.00","1,390.00",0,0.0 ,5.41
02/24/2012,WKCAQ2,DL,2004,"1,340.00",0.00,"1,340.00","1,340.00",0,0.0 ,14.4
02/27/2012,WKCAQ2,DL,2004,"1,330.00",0.00,"1,330.00","1,330.00",0,0.0 ,30.6
02/22/2012,WKCAQ2,DL,2004,"1,320.00",0.00,"1,320.00","1,320.00",0,0.0 ,10.8
02/28/2012,WKCAQ2,DL,2004,"1,345.00",0.00,"1,345.00","1,345.00",0,0.0 ,19.81
02/29/2012,WKCAQ2,DL,2004,"1,400.00",0.00,"1,410.00","1,400.00",0,0.0 ,21
03/01/2012,WKCAQ2,DL,2004,"1,405.00",0.00,"1,405.00","1,405.00",0,0.0 ,8.99
03/14/2012,WKCAQ2,DL,2004,"1,285.00",0.00,"1,285.00","1,285.00",0,0.0 ,8.99
04/19/2012,WKCAQ2,DL,2004,"1,355.00",0.00,"1,355.00","1,355.00",0,0.0 ,45
04/18/2012,WKCAQ2,DL,2004,"1,350.00",0.00,"1,350.00","1,350.00",0,0.0 ,23.39
04/23/2012,WKCAQ2,DL,2004,"1,370.00",0.00,"1,370.00","1,370.00",0,0.0 ,12.6
03/26/2012,WKCAQ2,DL,2004,"1,300.00",0.00,"1,300.00","1,300.00",0,0.0 ,8.99
07/05/2012,WKCAQ2,DL,2004,"1,520.00",0.00,"1,520.00","1,520.00",0,0.0 ,20.89
06/01/2012,WKCAQ2,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,8.99
12/17/2012,WKCAQ2,DL,2005,"1,080.00",0.00,"1,080.00","1,080.00",0,0.0 ,8.99
12/14/2012,WKCAQ2,DL,2005,"1,140.00",0.00,"1,140.00","1,140.00",0,0.0 ,10.8
12/11/2012,WKCAQ2,DL,2005,"1,140.00",0.00,"1,140.00","1,140.00",0,0.0 ,12.6
12/19/2012,WKCAQ2,DL,2005,"1,020.00",0.00,"1,020.00","1,020.00",0,0.0 ,30.6
12/18/2012,WKCAQ2,DL,2005,"1,021.00",0.00,"1,021.00","1,021.00",0,0.0 ,23.39
12/21/2012,WKCAQ2,DL,2005,"1,050.00",0.00,"1,050.00","1,050.00",0,0.0 ,5.41
12/25/2012,WKCAQ2,DL,2005,"1,080.00",0.00,"1,080.00","1,080.00",0,0.0 ,63
12/24/2012,WKCAQ2,DL,2005,"1,075.00",0.00,"1,075.00","1,075.00",0,0.0 ,27
12/31/2012,WKCAQ2,DL,2005,"1,050.00",0.00,"1,050.00","1,050.00",0,0.0 ,10.8
12/26/2012,WKCAQ2,DL,2005,"1,095.00",0.00,"1,095.00","1,095.00",0,0.0 ,21.61
12/27/2012,WKCAQ2,DL,2005,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,41.4
02/10/2012,WKCAQ1,DL,2004,"1,430.00",0.00,"1,430.00","1,430.00",0,0.0 ,8.99
02/15/2012,WKCAQ1,DL,2004,"1,435.00",0.00,"1,435.00","1,435.00",0,0.0 ,8.99
01/11/2012,WKCAQ1,DL,2004,"1,430.00",0.00,"1,430.00","1,430.00",0,0.0 ,8.99
01/04/2012,WKCAQ1,DL,2004,"1,440.00",0.00,"1,440.00","1,430.00",0,0.0 ,19.81
01/26/2012,WKCAQ1,DL,2004,"1,460.00",0.00,"1,460.00","1,460.00",0,0.0 ,8.99
01/31/2012,WKCAQ1,DL,2004,"1,432.00",0.00,"1,432.00","1,432.00",0,0.0 ,10.8
12/28/2012,WKCAQ1,DL,2005,"1,180.00",0.00,"1,180.00","1,180.00",0,0.0 ,8.99
02/02/2012,WGDQ2,BG,2004,"1,180.00",0.00,"1,180.00","1,180.00",0,0.0 ,8.99
01/27/2012,WGDQ2,BG,2004,"1,235.00",0.00,"1,235.00","1,235.00",0,0.0 ,8.99
01/12/2012,WGDQ2,BG,2004,"1,280.00",0.00,"1,285.00","1,280.00",0,0.0 ,17.63
01/18/2012,WGDQ2,BG,2004,"1,254.00",0.00,"1,254.00","1,254.00",0,0.0 ,18
02/14/2012,WGDQ2,BG,2004,"1,175.00",0.00,"1,175.00","1,175.00",0,0.0 ,8.99
02/20/2012,WGDQ2,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,6.53
02/21/2012,WGDQ2,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,8.99
03/12/2012,WGDQ2,BG,2004,820.00,0.00,820.00,820.00,0,0.0 ,12.6
03/27/2012,WGDQ2,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,9.84
05/11/2012,WGDQ2,BG,2004,910.00,0.00,910.00,910.00,0,0.0 ,7.21
05/15/2012,WGDQ2,BG,2004,890.00,0.00,890.00,890.00,0,0.0 ,18
05/22/2012,WGDQ2,BG,2004,890.00,0.00,890.00,890.00,0,0.0 ,18
06/20/2012,WGDQ2,BG,2004,870.00,0.00,870.00,870.00,0,0.0 ,16.66
12/24/2012,WGDQ2,BG,2005,800.00,0.00,800.00,800.00,0,0.0 ,8.99
12/21/2012,WGDQ2,BG,2005,795.00,0.00,795.00,795.00,0,0.0 ,8.99
12/20/2012,WGDQ2,BG,2005,800.00,0.00,800.00,800.00,0,0.0 ,8.99
12/26/2012,WGDQ2,BG,2005,830.00,0.00,830.00,830.00,0,0.0 ,8.99
12/31/2012,WGDQ2,BG,2005,800.00,800.00,800.00,800.00,0,0.0 ,36.01
01/13/2012,WGABQ2,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,10.8
12/18/2012,WGABQ2,DL,2005,990.00,0.00,990.00,990.00,0,0.0 ,8.99
01/24/2012,WGAAQ2,DL,2004,"1,410.00",0.00,"1,410.00","1,410.00",0,0.0 ,8.99
02/03/2012,WGAAQ2,DL,2004,"1,390.00",0.00,"1,390.00","1,390.00",0,0.0 ,18
02/24/2012,WGAAQ2,DL,2004,"1,330.00",0.00,"1,330.00","1,330.00",0,0.0 ,12.6
02/28/2012,WGAAQ2,DL,2004,"1,330.00",0.00,"1,330.00","1,330.00",0,0.0 ,8.99
08/30/2012,WGAAQ2,DL,2004,"1,270.00",0.00,"1,270.00","1,270.00",0,0.0 ,8.99
08/29/2012,WGAAQ2,DL,2004,"1,280.00",0.00,"1,280.00","1,280.00",0,0.0 ,25.19
09/04/2012,WGAAQ2,DL,2004,"1,300.00",0.00,"1,300.00","1,300.00",0,0.0 ,7.21
12/21/2012,WGAAQ2,DL,2005,"1,030.00",0.00,"1,030.00","1,030.00",0,0.0 ,14.4
12/27/2012,WGAAQ2,DL,2005,"1,080.00",0.00,"1,080.00","1,080.00",0,0.0 ,8.99
02/28/2012,WBMQ2,BG,2004,"1,110.00",0.00,"1,110.00","1,110.00",0,0.0 ,18
03/05/2012,WBMQ2,BG,2004,"1,045.00",0.00,"1,045.00","1,045.00",0,0.0 ,18
02/27/2012,WBMQ2,BG,2004,"1,110.00",0.00,"1,110.00","1,110.00",0,0.0 ,23.39
02/21/2012,WBMQ2,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,10.8
02/20/2012,WBMQ2,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,8.99
01/09/2012,WBMQ2,BG,2004,"1,175.00",0.00,"1,175.00","1,175.00",0,0.0 ,12.6
03/12/2012,WBMQ2,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,16.2
05/16/2012,WBMQ2,BG,2004,900.00,0.00,900.00,900.00,0,0.0 ,19.81
05/02/2012,WBMQ2,BG,2004,950.00,0.00,950.00,950.00,0,0.0 ,8.99
04/20/2012,WBMQ2,BG,2004,"1,030.00",0.00,"1,030.00","1,030.00",0,0.0 ,12.6
04/26/2012,WBMQ2,BG,2004,990.00,0.00,990.00,990.00,0,0.0 ,27
03/27/2012,WBMQ2,BG,2004,"1,100.00",0.00,"1,100.00","1,100.00",0,0.0 ,18
08/03/2012,WBMQ2,BG,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,18
12/21/2012,WBMQ2,BG,2005,790.00,0.00,790.00,790.00,0,0.0 ,18
12/20/2012,WBMQ2,BG,2005,770.00,0.00,770.00,770.00,0,0.0 ,26.2
10/03/2012,WBMQ2,BG,2004,915.00,0.00,915.00,915.00,0,0.0 ,18
12/26/2012,WBMQ2,BG,2005,816.00,0.00,820.00,816.00,0,0.0 ,18
01/18/2012,WBBUGp,BG,2004,950.00,0.00,950.00,950.00,0,0.0 ,18
02/08/2012,WBBUGp,BG,2004,950.00,0.00,950.00,950.00,0,0.0 ,18
02/07/2012,WBBUGp,BG,2004,950.00,0.00,950.00,950.00,0,0.0 ,18
04/03/2012,WBBUGp,BG,2004,700.00,0.00,700.00,700.00,0,0.0 ,7.68
04/05/2012,WBBUGnp,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,6.92
05/18/2012,WBBUGnp,BG,2004,650.00,0.00,650.00,650.00,0,0.0 ,4.49
02/16/2012,WBB9,BG,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,18
04/20/2012,WBB8,BG,2004,810.00,0.00,810.00,810.00,0,0.0 ,19.81
02/08/2012,WBB6,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,18
03/14/2012,WBB6,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,3.13
03/15/2012,WBB6,BG,2004,840.00,0.00,840.00,840.00,0,0.0 ,50.41
10/03/2012,WBB6,BG,2004,750.00,0.00,750.00,750.00,0,0.0 ,3.42
02/02/2012,WBB5,BG,2004,"1,170.00",0.00,"1,170.00","1,170.00",0,0.0 ,18
04/19/2012,WBB5,BG,2004,890.00,0.00,890.00,890.00,0,0.0 ,14.4
04/27/2012,WBB5,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,16.2
05/18/2012,WBB5,BG,2004,750.00,0.00,750.00,750.00,0,0.0 ,23.85
06/21/2012,WBB5,BG,2004,750.00,0.00,750.00,750.00,0,0.0 ,21.61
06/06/2012,WBB5,BG,2004,660.00,0.00,660.00,660.00,0,0.0 ,1.8
09/05/2012,WBB5,BG,2004,650.00,0.00,650.00,650.00,0,0.0 ,8.99
10/03/2012,WBB5,BG,2004,760.00,0.00,760.00,760.00,0,0.0 ,3.6
10/08/2012,WBB5,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,8.99
10/11/2012,WBB5,BG,2004,760.00,0.00,760.00,760.00,0,0.0 ,12.6
10/22/2012,WBB5,BG,2004,785.00,0.00,785.00,785.00,0,0.0 ,10.8
10/23/2012,WBB5,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,19.81
11/09/2012,WBB5,BG,2004,700.00,0.00,700.00,700.00,0,0.0 ,21.61
01/17/2012,WBB4,BG,2004,"1,165.00",0.00,"1,165.00","1,165.00",0,0.0 ,12.6
01/12/2012,WBB4,BG,2004,"1,220.00",0.00,"1,220.00","1,220.00",0,0.0 ,10.8
03/05/2012,WBB4,BG,2004,960.00,0.00,960.00,960.00,0,0.0 ,18
03/14/2012,WBB4,BG,2004,880.00,0.00,880.00,880.00,0,0.0 ,10.8
03/08/2012,WBB4,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,18.63
03/06/2012,WBB4,BG,2004,950.00,0.00,950.00,950.00,0,0.0 ,19.81
04/12/2012,WBB4,BG,2004,950.00,0.00,950.00,950.00,0,0.0 ,13.06
03/27/2012,WBB4,BG,2004,"1,050.00",0.00,"1,050.00","1,050.00",0,0.0 ,8.99
06/19/2012,WBB4,BG,2004,700.00,0.00,700.00,700.00,0,0.0 ,1.94
07/03/2012,WBB4,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,3.86
10/23/2012,WBB4,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,5.41
10/22/2012,WBB4,BG,2004,780.00,0.00,780.00,780.00,0,0.0 ,18
09/18/2012,WBB4,BG,2004,790.00,0.00,790.00,790.00,0,0.0 ,6.1
03/06/2012,WBB3,BG,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,8.99
03/08/2012,WBB3,BG,2004,810.00,0.00,810.00,810.00,0,0.0 ,19.81
03/12/2012,WBB3,BG,2004,815.00,0.00,815.00,815.00,0,0.0 ,8.99
03/15/2012,WBB3,BG,2004,897.00,0.00,897.00,897.00,0,0.0 ,14.4
03/01/2012,WBB3,BG,2004,"1,060.00",0.00,"1,060.00","1,060.00",0,0.0 ,12.6
02/27/2012,WBB3,BG,2004,"1,100.00",0.00,"1,100.00","1,100.00",0,0.0 ,5.41
02/09/2012,WBB3,BG,2004,"1,170.00",0.00,"1,170.00","1,170.00",0,0.0 ,13.16
04/09/2012,WBB3,JM,2004,"1,010.00",0.00,"1,010.00","1,010.00",0,0.0 ,8.99
04/27/2012,WBB3,JM,2004,920.00,0.00,920.00,920.00,0,0.0 ,8.99
05/18/2012,WBB3,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,15.27
06/19/2012,WBB3,BG,2004,700.00,0.00,700.00,700.00,0,0.0 ,8.33
06/08/2012,WBB3,BG,2004,800.00,0.00,800.00,800.00,0,0.0 ,18
06/14/2012,WBB3,BG,2004,700.00,0.00,700.00,700.00,0,0.0 ,18
09/17/2012,WBB3,BG,2004,845.00,0.00,845.00,845.00,0,0.0 ,5.15
10/19/2012,WBB3,BG,2004,810.00,0.00,810.00,810.00,0,0.0 ,10.01
02/07/2012,WANQ2,BG,2004,"1,170.00",0.00,"1,170.00","1,170.00",0,0.0 ,19.81
02/14/2012,WANQ2,BG,2004,"1,175.00",0.00,"1,175.00","1,175.00",0,0.0 ,16.2
02/27/2012,WANQ2,BG,2004,"1,110.00",0.00,"1,110.00","1,110.00",0,0.0 ,27
02/23/2012,WANQ2,BG,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,18
02/28/2012,WANQ2,BG,2004,"1,110.00",0.00,"1,110.00","1,110.00",0,0.0 ,8.99
01/12/2012,WANQ2,BG,2004,"1,290.00",0.00,"1,290.00","1,285.00",0,0.0 ,18
01/17/2012,WANQ2,BG,2004,"1,235.00",0.00,"1,235.00","1,235.00",0,0.0 ,16.2
03/15/2012,WANQ2,BG,2004,"1,050.00",0.00,"1,050.00","1,050.00",0,0.0 ,36.01
03/16/2012,WANQ2,BG,2004,"1,103.00",0.00,"1,103.00","1,103.00",0,0.0 ,10.8
03/14/2012,WANQ2,BG,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,8.99
03/06/2012,WANQ2,BG,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,39.59
12/21/2012,WANQ2,BG,2005,800.00,0.00,800.00,800.00,0,0.0 ,8.99
12/24/2012,WANQ2,BG,2005,810.00,0.00,810.00,810.00,0,0.0 ,8.99
01/17/2012,WANQ1,BG,2004,"1,235.00",0.00,"1,235.00","1,235.00",0,0.0 ,7.21
02/14/2012,UYCB7,DL,2004,"1,535.00",0.00,"1,535.00","1,535.00",0,0.0 ,12.75
02/16/2012,UYCB7,DL,2004,"1,470.00",0.00,"1,470.00","1,470.00",0,0.0 ,45.9
02/17/2012,UYCB7,DL,2004,"1,400.00",0.00,"1,400.00","1,400.00",0,0.0 ,12.75
03/08/2012,UYCB7,DL,2004,960.00,0.00,965.00,960.00,0,0.0 ,51
03/09/2012,UYCB7,DL,2004,920.00,0.00,920.00,920.00,0,0.0 ,25.5
03/14/2012,UYCB7,DL,2004,945.00,0.00,945.00,945.00,0,0.0 ,5.1
03/13/2012,UYCB7,DL,2004,900.00,0.00,900.00,900.00,0,0.0 ,30.6
05/21/2012,UYCB7,DL,2004,"1,005.00",0.00,"1,005.00","1,005.00",0,0.0 ,10.2
05/16/2012,UYCB7,DL,2004,"1,016.00",0.00,"1,016.00","1,016.00",0,0.0 ,5.1
05/15/2012,UYCB7,DL,2004,990.00,0.00,990.00,990.00,0,0.0 ,22.95
05/22/2012,UYCB7,DL,2004,"1,020.00",0.00,"1,020.00","1,020.00",0,0.0 ,25.5
05/23/2012,UYCB7,DL,2004,"1,020.00",0.00,"1,020.00","1,020.00",0,0.0 ,10.2
04/27/2012,UYCB7,DL,2004,990.00,0.00,990.00,990.00,0,0.0 ,20.4
05/11/2012,UYCB7,DL,2004,960.00,0.00,960.00,960.00,0,0.0 ,22.95
05/10/2012,UYCB7,DL,2004,980.00,0.00,980.00,980.00,0,0.0 ,7.65
05/14/2012,UYCB7,DL,2004,980.00,0.00,980.00,980.00,0,0.0 ,68.03
05/07/2012,UYCB7,DL,2004,980.00,0.00,980.00,980.00,0,0.0 ,61.2
04/23/2012,UYCB7,DL,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,10.2
04/26/2012,UYCB7,DL,2004,980.00,0.00,980.00,980.00,0,0.0 ,15.3
04/24/2012,UYCB7,DL,2004,980.00,0.00,"1,000.00",980.00,0,0.0 ,20.74
04/09/2012,UYCB7,DL,2004,"1,130.00",0.00,"1,130.00","1,130.00",0,0.0 ,28.05
04/05/2012,UYCB7,DL,2004,"1,115.00",0.00,"1,115.00","1,115.00",0,0.0 ,17.85
04/03/2012,UYCB7,DL,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,45.9
03/30/2012,UYCB7,DL,2004,"1,042.00",0.00,"1,042.00","1,042.00",0,0.0 ,21.91
03/27/2012,UYCB7,DL,2004,"1,030.00",0.00,"1,030.00","1,030.00",0,0.0 ,12.75
03/23/2012,UYCB7,DL,2004,980.00,0.00,980.00,980.00,0,0.0 ,7.65
03/21/2012,UYCB7,DL,2004,980.00,0.00,981.00,980.00,0,0.0 ,25.5
06/06/2012,UYCB7,DL,2004,900.00,0.00,900.00,900.00,0,0.0 ,12.75
06/18/2012,UYCB7,DL,2004,770.00,0.00,770.00,770.00,0,0.0 ,5.1
07/03/2012,UYCB7,DL,2004,940.00,0.00,940.00,940.00,0,0.0 ,4.23
